,bigairspace,airspace,block,wkt,lowerlevel,upperlevel
597,Airspace_LEBL34N_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_061LE,"POLYGON ((1.13777777777778 41.1880555555556, 1.13777777777778 41.3483333333333, 1.43083333333333 41.3483333333333, 1.43083333333333 41.1880555555556, 1.13777777777778 41.1880555555556))",2895.6000000000004,5943.6
598,Airspace_LEBL34W_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_061LE,"POLYGON ((1.13777777777778 41.1880555555556, 1.13777777777778 41.3483333333333, 1.43083333333333 41.3483333333333, 1.43083333333333 41.1880555555556, 1.13777777777778 41.1880555555556))",2895.6000000000004,5943.6
583,Airspace_LEBL14W_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_061LE,"POLYGON ((1.13777777777778 41.1880555555556, 1.13777777777778 41.3483333333333, 1.43083333333333 41.3483333333333, 1.43083333333333 41.1880555555556, 1.13777777777778 41.1880555555556))",2895.6000000000004,5943.6
584,Airspace_LEBLCORE_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_061LE,"POLYGON ((1.13777777777778 41.1880555555556, 1.13777777777778 41.3483333333333, 1.43083333333333 41.3483333333333, 1.43083333333333 41.1880555555556, 1.13777777777778 41.1880555555556))",2895.6000000000004,5943.6
585,Airspace_LEBLTMA_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_061LE,"POLYGON ((1.13777777777778 41.1880555555556, 1.13777777777778 41.3483333333333, 1.43083333333333 41.3483333333333, 1.43083333333333 41.1880555555556, 1.13777777777778 41.1880555555556))",2895.6000000000004,5943.6
586,Airspace_LEBL124E_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_061LE,"POLYGON ((1.13777777777778 41.1880555555556, 1.13777777777778 41.3483333333333, 1.43083333333333 41.3483333333333, 1.43083333333333 41.1880555555556, 1.13777777777778 41.1880555555556))",2895.6000000000004,5943.6
588,Airspace_LEBL134N_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_061LE,"POLYGON ((1.13777777777778 41.1880555555556, 1.13777777777778 41.3483333333333, 1.43083333333333 41.3483333333333, 1.43083333333333 41.1880555555556, 1.13777777777778 41.1880555555556))",2895.6000000000004,5943.6
587,Airspace_LEBL124N_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_061LE,"POLYGON ((1.13777777777778 41.1880555555556, 1.13777777777778 41.3483333333333, 1.43083333333333 41.3483333333333, 1.43083333333333 41.1880555555556, 1.13777777777778 41.1880555555556))",2895.6000000000004,5943.6
591,Airspace_LEBL14N_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_061LE,"POLYGON ((1.13777777777778 41.1880555555556, 1.13777777777778 41.3483333333333, 1.43083333333333 41.3483333333333, 1.43083333333333 41.1880555555556, 1.13777777777778 41.1880555555556))",2895.6000000000004,5943.6
592,Airspace_LEBL34DW_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_061LE,"POLYGON ((1.13777777777778 41.1880555555556, 1.13777777777778 41.3483333333333, 1.43083333333333 41.3483333333333, 1.43083333333333 41.1880555555556, 1.13777777777778 41.1880555555556))",2895.6000000000004,5943.6
593,Airspace_LEBL34E_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_061LE,"POLYGON ((1.13777777777778 41.1880555555556, 1.13777777777778 41.3483333333333, 1.43083333333333 41.3483333333333, 1.43083333333333 41.1880555555556, 1.13777777777778 41.1880555555556))",2895.6000000000004,5943.6
594,Airspace_LEBL34FDE_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_061LE,"POLYGON ((1.13777777777778 41.1880555555556, 1.13777777777778 41.3483333333333, 1.43083333333333 41.3483333333333, 1.43083333333333 41.1880555555556, 1.13777777777778 41.1880555555556))",2895.6000000000004,5943.6
595,Airspace_LEBL34FDN_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_061LE,"POLYGON ((1.13777777777778 41.1880555555556, 1.13777777777778 41.3483333333333, 1.43083333333333 41.3483333333333, 1.43083333333333 41.1880555555556, 1.13777777777778 41.1880555555556))",2895.6000000000004,5943.6
596,Airspace_LEBL34FE_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_061LE,"POLYGON ((1.13777777777778 41.1880555555556, 1.13777777777778 41.3483333333333, 1.43083333333333 41.3483333333333, 1.43083333333333 41.1880555555556, 1.13777777777778 41.1880555555556))",2895.6000000000004,5943.6
590,Airspace_LEBL14E_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_061LE,"POLYGON ((1.13777777777778 41.1880555555556, 1.13777777777778 41.3483333333333, 1.43083333333333 41.3483333333333, 1.43083333333333 41.1880555555556, 1.13777777777778 41.1880555555556))",2895.6000000000004,5943.6
632,Airspace_LEBL4DDN_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
637,Airspace_LEBL4FIE_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
633,Airspace_LEBL4DDW_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
634,Airspace_LEBL4DE_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
635,Airspace_LEBL4DN_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
636,Airspace_LEBL4DW_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
638,Airspace_LEBL5AW_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
645,Airspace_LECGO12_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
640,Airspace_LEBL6W_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
641,Airspace_LEBLALL_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
642,Airspace_LEBLT4E_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
643,Airspace_LEBLT4N_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
644,Airspace_LEBLT4W_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
646,Airspace_LETOT_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
639,Airspace_LEBL5JE_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
631,Airspace_LEBL4DDE_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
629,Airspace_LEBL34N_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
628,Airspace_LEBL34FE_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
630,Airspace_LEBL34W_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
616,Airspace_LEBLCORE_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
617,Airspace_LEBLTMA_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
618,Airspace_LEBL124E_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
619,Airspace_LEBL124N_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
620,Airspace_LEBL134N_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
615,Airspace_LEBL14W_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
622,Airspace_LEBL14E_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
623,Airspace_LEBL14N_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
624,Airspace_LEBL34DW_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
625,Airspace_LEBL34E_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
626,Airspace_LEBL34FDE_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
627,Airspace_LEBL34FDN_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
621,Airspace_LEBL134W_411,Airspace_LEBLNW4_411,Airblock_LEBLNW4_062LE,"POLYGON ((0.559444444444444 41.2491666666667, 0.559444444444444 41.3483333333333, 1.15444444444444 41.3483333333333, 1.15444444444444 41.2491666666667, 0.559444444444444 41.2491666666667))",3810.0,5943.6
663,Airspace_LEBL3DN_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_067LE,"POLYGON ((1.15444444444444 40.9511111111111, 1.15444444444444 41.2491666666667, 1.43583333333333 41.2491666666667, 1.43583333333333 40.9511111111111, 1.15444444444444 40.9511111111111))",2895.6000000000004,5943.6
664,Airspace_LEBL3DW_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_067LE,"POLYGON ((1.15444444444444 40.9511111111111, 1.15444444444444 41.2491666666667, 1.43583333333333 41.2491666666667, 1.43583333333333 40.9511111111111, 1.15444444444444 40.9511111111111))",2895.6000000000004,5943.6
665,Airspace_LEBL3FIE_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_067LE,"POLYGON ((1.15444444444444 40.9511111111111, 1.15444444444444 41.2491666666667, 1.43583333333333 41.2491666666667, 1.43583333333333 40.9511111111111, 1.15444444444444 40.9511111111111))",2895.6000000000004,5943.6
666,Airspace_LEBL3FN_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_067LE,"POLYGON ((1.15444444444444 40.9511111111111, 1.15444444444444 41.2491666666667, 1.43583333333333 41.2491666666667, 1.43583333333333 40.9511111111111, 1.15444444444444 40.9511111111111))",2895.6000000000004,5943.6
667,Airspace_LEBL5AW_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_067LE,"POLYGON ((1.15444444444444 40.9511111111111, 1.15444444444444 41.2491666666667, 1.43583333333333 41.2491666666667, 1.43583333333333 40.9511111111111, 1.15444444444444 40.9511111111111))",2895.6000000000004,5943.6
671,Airspace_LEBLT3E_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_067LE,"POLYGON ((1.15444444444444 40.9511111111111, 1.15444444444444 41.2491666666667, 1.43583333333333 41.2491666666667, 1.43583333333333 40.9511111111111, 1.15444444444444 40.9511111111111))",2895.6000000000004,5943.6
669,Airspace_LEBL6W_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_067LE,"POLYGON ((1.15444444444444 40.9511111111111, 1.15444444444444 41.2491666666667, 1.43583333333333 41.2491666666667, 1.43583333333333 40.9511111111111, 1.15444444444444 40.9511111111111))",2895.6000000000004,5943.6
670,Airspace_LEBLALL_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_067LE,"POLYGON ((1.15444444444444 40.9511111111111, 1.15444444444444 41.2491666666667, 1.43583333333333 41.2491666666667, 1.43583333333333 40.9511111111111, 1.15444444444444 40.9511111111111))",2895.6000000000004,5943.6
672,Airspace_LEBLT3W_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_067LE,"POLYGON ((1.15444444444444 40.9511111111111, 1.15444444444444 41.2491666666667, 1.43583333333333 41.2491666666667, 1.43583333333333 40.9511111111111, 1.15444444444444 40.9511111111111))",2895.6000000000004,5943.6
673,Airspace_LETOT_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_067LE,"POLYGON ((1.15444444444444 40.9511111111111, 1.15444444444444 41.2491666666667, 1.43583333333333 41.2491666666667, 1.43583333333333 40.9511111111111, 1.15444444444444 40.9511111111111))",2895.6000000000004,5943.6
662,Airspace_LEBL3DE_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_067LE,"POLYGON ((1.15444444444444 40.9511111111111, 1.15444444444444 41.2491666666667, 1.43583333333333 41.2491666666667, 1.43583333333333 40.9511111111111, 1.15444444444444 40.9511111111111))",2895.6000000000004,5943.6
668,Airspace_LEBL5JE_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_067LE,"POLYGON ((1.15444444444444 40.9511111111111, 1.15444444444444 41.2491666666667, 1.43583333333333 41.2491666666667, 1.43583333333333 40.9511111111111, 1.15444444444444 40.9511111111111))",2895.6000000000004,5943.6
661,Airspace_LEBL34W_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_067LE,"POLYGON ((1.15444444444444 40.9511111111111, 1.15444444444444 41.2491666666667, 1.43583333333333 41.2491666666667, 1.43583333333333 40.9511111111111, 1.15444444444444 40.9511111111111))",2895.6000000000004,5943.6
650,Airspace_LEBL134N_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_067LE,"POLYGON ((1.15444444444444 40.9511111111111, 1.15444444444444 41.2491666666667, 1.43583333333333 41.2491666666667, 1.43583333333333 40.9511111111111, 1.15444444444444 40.9511111111111))",2895.6000000000004,5943.6
659,Airspace_LEBL34FE_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_067LE,"POLYGON ((1.15444444444444 40.9511111111111, 1.15444444444444 41.2491666666667, 1.43583333333333 41.2491666666667, 1.43583333333333 40.9511111111111, 1.15444444444444 40.9511111111111))",2895.6000000000004,5943.6
660,Airspace_LEBL34N_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_067LE,"POLYGON ((1.15444444444444 40.9511111111111, 1.15444444444444 41.2491666666667, 1.43583333333333 41.2491666666667, 1.43583333333333 40.9511111111111, 1.15444444444444 40.9511111111111))",2895.6000000000004,5943.6
648,Airspace_LEBLTMA_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_067LE,"POLYGON ((1.15444444444444 40.9511111111111, 1.15444444444444 41.2491666666667, 1.43583333333333 41.2491666666667, 1.43583333333333 40.9511111111111, 1.15444444444444 40.9511111111111))",2895.6000000000004,5943.6
649,Airspace_LEBL123E_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_067LE,"POLYGON ((1.15444444444444 40.9511111111111, 1.15444444444444 41.2491666666667, 1.43583333333333 41.2491666666667, 1.43583333333333 40.9511111111111, 1.15444444444444 40.9511111111111))",2895.6000000000004,5943.6
651,Airspace_LEBL134W_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_067LE,"POLYGON ((1.15444444444444 40.9511111111111, 1.15444444444444 41.2491666666667, 1.43583333333333 41.2491666666667, 1.43583333333333 40.9511111111111, 1.15444444444444 40.9511111111111))",2895.6000000000004,5943.6
652,Airspace_LEBL23E_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_067LE,"POLYGON ((1.15444444444444 40.9511111111111, 1.15444444444444 41.2491666666667, 1.43583333333333 41.2491666666667, 1.43583333333333 40.9511111111111, 1.15444444444444 40.9511111111111))",2895.6000000000004,5943.6
647,Airspace_LEBLCORE_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_067LE,"POLYGON ((1.15444444444444 40.9511111111111, 1.15444444444444 41.2491666666667, 1.43583333333333 41.2491666666667, 1.43583333333333 40.9511111111111, 1.15444444444444 40.9511111111111))",2895.6000000000004,5943.6
654,Airspace_LEBL23W_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_067LE,"POLYGON ((1.15444444444444 40.9511111111111, 1.15444444444444 41.2491666666667, 1.43583333333333 41.2491666666667, 1.43583333333333 40.9511111111111, 1.15444444444444 40.9511111111111))",2895.6000000000004,5943.6
655,Airspace_LEBL34DW_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_067LE,"POLYGON ((1.15444444444444 40.9511111111111, 1.15444444444444 41.2491666666667, 1.43583333333333 41.2491666666667, 1.43583333333333 40.9511111111111, 1.15444444444444 40.9511111111111))",2895.6000000000004,5943.6
658,Airspace_LEBL34FDN_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_067LE,"POLYGON ((1.15444444444444 40.9511111111111, 1.15444444444444 41.2491666666667, 1.43583333333333 41.2491666666667, 1.43583333333333 40.9511111111111, 1.15444444444444 40.9511111111111))",2895.6000000000004,5943.6
656,Airspace_LEBL34E_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_067LE,"POLYGON ((1.15444444444444 40.9511111111111, 1.15444444444444 41.2491666666667, 1.43583333333333 41.2491666666667, 1.43583333333333 40.9511111111111, 1.15444444444444 40.9511111111111))",2895.6000000000004,5943.6
657,Airspace_LEBL34FDE_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_067LE,"POLYGON ((1.15444444444444 40.9511111111111, 1.15444444444444 41.2491666666667, 1.43583333333333 41.2491666666667, 1.43583333333333 40.9511111111111, 1.15444444444444 40.9511111111111))",2895.6000000000004,5943.6
653,Airspace_LEBL23FW_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_067LE,"POLYGON ((1.15444444444444 40.9511111111111, 1.15444444444444 41.2491666666667, 1.43583333333333 41.2491666666667, 1.43583333333333 40.9511111111111, 1.15444444444444 40.9511111111111))",2895.6000000000004,5943.6
689,Airspace_LEBL3DE_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_068LE,"POLYGON ((1.58111111111111 41.0086111111111, 1.58111111111111 41.3111111111111, 2.09777777777778 41.3111111111111, 2.09777777777778 41.0086111111111, 1.58111111111111 41.0086111111111))",1981.2,5943.6
691,Airspace_LEBL3DW_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_068LE,"POLYGON ((1.58111111111111 41.0086111111111, 1.58111111111111 41.3111111111111, 2.09777777777778 41.3111111111111, 2.09777777777778 41.0086111111111, 1.58111111111111 41.0086111111111))",1981.2,5943.6
692,Airspace_LEBL3FIE_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_068LE,"POLYGON ((1.58111111111111 41.0086111111111, 1.58111111111111 41.3111111111111, 2.09777777777778 41.3111111111111, 2.09777777777778 41.0086111111111, 1.58111111111111 41.0086111111111))",1981.2,5943.6
693,Airspace_LEBL3FN_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_068LE,"POLYGON ((1.58111111111111 41.0086111111111, 1.58111111111111 41.3111111111111, 2.09777777777778 41.3111111111111, 2.09777777777778 41.0086111111111, 1.58111111111111 41.0086111111111))",1981.2,5943.6
694,Airspace_LEBL5AW_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_068LE,"POLYGON ((1.58111111111111 41.0086111111111, 1.58111111111111 41.3111111111111, 2.09777777777778 41.3111111111111, 2.09777777777778 41.0086111111111, 1.58111111111111 41.0086111111111))",1981.2,5943.6
697,Airspace_LEBLALL_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_068LE,"POLYGON ((1.58111111111111 41.0086111111111, 1.58111111111111 41.3111111111111, 2.09777777777778 41.3111111111111, 2.09777777777778 41.0086111111111, 1.58111111111111 41.0086111111111))",1981.2,5943.6
696,Airspace_LEBL6W_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_068LE,"POLYGON ((1.58111111111111 41.0086111111111, 1.58111111111111 41.3111111111111, 2.09777777777778 41.3111111111111, 2.09777777777778 41.0086111111111, 1.58111111111111 41.0086111111111))",1981.2,5943.6
688,Airspace_LEBL34W_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_068LE,"POLYGON ((1.58111111111111 41.0086111111111, 1.58111111111111 41.3111111111111, 2.09777777777778 41.3111111111111, 2.09777777777778 41.0086111111111, 1.58111111111111 41.0086111111111))",1981.2,5943.6
698,Airspace_LEBLT3E_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_068LE,"POLYGON ((1.58111111111111 41.0086111111111, 1.58111111111111 41.3111111111111, 2.09777777777778 41.3111111111111, 2.09777777777778 41.0086111111111, 1.58111111111111 41.0086111111111))",1981.2,5943.6
699,Airspace_LEBLT3W_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_068LE,"POLYGON ((1.58111111111111 41.0086111111111, 1.58111111111111 41.3111111111111, 2.09777777777778 41.3111111111111, 2.09777777777778 41.0086111111111, 1.58111111111111 41.0086111111111))",1981.2,5943.6
700,Airspace_LETOT_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_068LE,"POLYGON ((1.58111111111111 41.0086111111111, 1.58111111111111 41.3111111111111, 2.09777777777778 41.3111111111111, 2.09777777777778 41.0086111111111, 1.58111111111111 41.0086111111111))",1981.2,5943.6
695,Airspace_LEBL5JE_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_068LE,"POLYGON ((1.58111111111111 41.0086111111111, 1.58111111111111 41.3111111111111, 2.09777777777778 41.3111111111111, 2.09777777777778 41.0086111111111, 1.58111111111111 41.0086111111111))",1981.2,5943.6
687,Airspace_LEBL34N_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_068LE,"POLYGON ((1.58111111111111 41.0086111111111, 1.58111111111111 41.3111111111111, 2.09777777777778 41.3111111111111, 2.09777777777778 41.0086111111111, 1.58111111111111 41.0086111111111))",1981.2,5943.6
690,Airspace_LEBL3DN_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_068LE,"POLYGON ((1.58111111111111 41.0086111111111, 1.58111111111111 41.3111111111111, 2.09777777777778 41.3111111111111, 2.09777777777778 41.0086111111111, 1.58111111111111 41.0086111111111))",1981.2,5943.6
685,Airspace_LEBL34FDN_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_068LE,"POLYGON ((1.58111111111111 41.0086111111111, 1.58111111111111 41.3111111111111, 2.09777777777778 41.3111111111111, 2.09777777777778 41.0086111111111, 1.58111111111111 41.0086111111111))",1981.2,5943.6
686,Airspace_LEBL34FE_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_068LE,"POLYGON ((1.58111111111111 41.0086111111111, 1.58111111111111 41.3111111111111, 2.09777777777778 41.3111111111111, 2.09777777777778 41.0086111111111, 1.58111111111111 41.0086111111111))",1981.2,5943.6
675,Airspace_LEBLTMA_411,Airspace_LEBLSW3_411,Airblock_LEBLSW3_068LE,"POLYGON ((1.58111111111111 41.0086111111111, 1.58111111111111 41.3111111111111, 2.09777777777778 41.3111111111111, 2.09777777777778 41.0086111111111, 1.58111111111111 41.0086111111111))",1981.2,5943.6
